gym_id,alias,name,latitude,longitude,address,city,state,zip,country
fb71d94f77444c23ade07f7496587648.16,,Warbler Pocket Park,37.581835,-122.05988,33029 Falcon Dr, Fremont,CA,94555, USA
938b05533fb4418c8df7d27d09892f8a.16,,Warm Springs Cabana Clubhouse,37.474264,-121.919036,251 Goldenrain Ave, Fremont,CA,94539, USA
f8bcb4c6ad864f68b555486bb15e782a.16,,Warm Springs Fountain,37.481815,-121.943636,3481 W Warren Ave, Fremont,CA,94538, USA
2cfbb7bd15924ffba20a8d466d77c0ea.16,,Warm Springs Park Information Board,37.485146,-121.921441,47328 Warm Springs Blvd, Fremont,CA,94539, USA
a818cd6f88d440a4b78413d55ec1d4e6.16,,Washington Township Historical Society Plaque,37.548226,-121.965262,1 Sailway Dr, Fremont,CA,94538, USA
200779c0d4704b6bb44f02855fc1e815.16,,Water is Life Mural,37.569708,-121.98831,Alameda Creek Trail, Fremont,CA,94536, USA
eb90983e462042519cc4659546185e10.16,,Watkin's Hall established 1889,37.529221,-122.040698,7584-7598 Thornton Ave, Newark,CA,94560, USA
49af5e91d79b47a1864d0e88f79b32cd.16,,Welcome to Ardenwood,37.557831,-122.0489,34600 Ardenwood Blvd, Fremont,CA,94555, USA
3ea6a86378d245d38449c9f794abaccf.16,,Westridge Park West,37.56369,-122.02204,35998-36076 Perkins St, Fremont,CA,94536, USA
990249dc198043fc8e3d236a0c22a9cd.16,,William Cann Memorial Park,37.589651,-122.047155,33000-33004 Marsh Hawk Rd, Union City,CA,94587, USA
50b942b0b90f48bebaa2135bcfabc012.16,,William Cann Memorial Redwood Grove,37.589039,-122.045918,33044 Marsh Hawk Rd, Union City,CA,94587, USA
